body,date,retweets,favorites,mentions,hashtags,geo
"@VancityReynolds I love you ♡ , deadpool ♡",2016-02-15 18:09:12,0,1,@VancityReynolds,,
Deadpool y su escena extra via /r/funny http:// ift.tt/1TjU5Sj,2016-02-15 18:09:11,0,0,,,
I liked a @YouTube video from @futuristichub http:// youtu.be/il4Mbc8AhuM?a DEADPOOL IN MINECRAFT [Minecraft Animation] #Deadpool,2016-02-15 18:09:11,0,0,@YouTube @futuristichub,#Deadpool,
ohmygil: superherofeed: Batman vs Deadpool Lawful Good vs Chaotic Neutral http:// tmblr.co/Z-p6Im21p-gEN,2016-02-15 18:09:10,0,0,,,
@PokeyBR DeadPool,2016-02-15 18:09:09,0,0,@PokeyBR,,
Vou assistir deadpool c Caio semana que vem,2016-02-15 18:09:09,1,0,,,
"Now that Deadpool 's been seen, bring on Suicide Squad: https://www. youtube.com/watch?v=CmRih_ VtVAs …",2016-02-15 18:09:09,0,0,,,
"http:// bit.ly/1LqpX1b Deadpool director Tim Miller remembers when Fox execs told him, 'We just don't get it' pic.twitter.com/CtBse1ulmO",2016-02-15 18:09:08,0,0,,,
Anny fala do deadpool mas nem assistiu ainda :v,2016-02-15 18:09:06,1,0,,,
Recién llegada de ver #Deadpool ...muy buena!,2016-02-15 18:09:06,0,0,,#Deadpool,
@PokeyBR DEADPOOL,2016-02-15 18:09:06,0,0,@PokeyBR,,
Deadpool was just perfect,2016-02-15 18:09:05,1,1,,,
I liked a @YouTube video http:// youtu.be/NT8b9GJU4AI?a MJ APPLEBALLS UNMASKED AGAIN!! DEADPOOL SLAMS DUDE THROUGH TABLE!,2016-02-15 18:09:05,0,0,@YouTube,,
"M: Babe, do you think she's old enough to watch Deadpool ? Mw: Honey, she's 4. Please answer that yourself. M: Yes.",2016-02-15 18:09:04,483,922,,,
"If you've watched Deadpool and disliked it, please remove me from your life, thanks",2016-02-15 18:09:04,0,0,,,
@deadpoolmovie About to watch Deadpool for the SECOND time! L,2016-02-15 18:09:01,0,0,@deadpoolmovie,,
Deadpool being so successful might actually make this more likely. https:// twitter.com/wgtc_site/stat us/699367989376741376 …,2016-02-15 18:09:01,0,0,,,
#brotatochips #workspouses #hubbyandwifey #deadpool #besties … https://www. instagram.com/p/BB0ycgjw6Wkv gdBV5__Bvg7kwHZP2R0ZjXcYMI0/ …,2016-02-15 18:08:59,0,0,,#brotatochips #workspouses #hubbyandwifey #deadpool #besties,
This film editor kept Deadpool from flying off the http:// bit.ly/1KSanAv #editing pic.twitter.com/9bpNpACcCD,2016-02-15 18:08:59,0,0,,#editing,
deadpool il est trop bien,2016-02-15 18:08:59,0,0,,,
@Kristileenews That's not true! My wife and I went and saw Deadpool .,2016-02-15 18:08:58,0,0,@Kristileenews,,
I need to see deadpool ASAP.,2016-02-15 18:08:58,0,0,,,
Deadpool tn!,2016-02-15 18:08:58,0,0,,,
@GayPatriot Old people :) Go figure. At least Deadpool and Daredevil start with the same letter. Give her some Geritol....,2016-02-15 18:08:58,0,0,@GayPatriot,,
Gostei de um vídeo @YouTube de @joaomarcos_q http:// youtu.be/Qnuw8SWEiHo?a DeadpoolPack - Textura do DeadPool !,2016-02-15 18:08:57,1,0,@YouTube @joaomarcos_q,,
"@dis_regarded babe, I can't stop obsessing over Deadpool",2016-02-15 18:08:57,0,0,@dis_regarded,,
"I'll be in the Movie theater, watching the exact thing i'll be talking about at 8pm ET... Deadpool ! https://www. youtube.com/channel/UCE4Uc vj9BsBzeLJxbWaWv8g/live …",2016-02-15 18:08:57,0,2,,,
@PokeyBR deadpool,2016-02-15 18:08:57,0,1,@PokeyBR,,
Deadpool was dope. Time for Oregano's.,2016-02-15 18:08:56,0,3,,,
Ya quiero ir a ver Deadpool,2016-02-15 18:08:56,0,0,,,
Deadpool,2016-02-15 18:08:56,0,0,,,
Necesito ir a ver Deadpool,2016-02-15 18:08:55,0,0,,,
going to see deadpool,2016-02-15 18:08:55,0,0,,,
I really wanna go see deadpool !!!,2016-02-15 18:08:54,0,0,,,
Second time seeing #Deadpool and jezz its an awesome movie! @deadpoolmovie pic.twitter.com/WT96gVzDXQ,2016-02-15 18:08:53,0,0,@deadpoolmovie,#Deadpool,
quiero ver deadpool :(,2016-02-15 18:08:53,0,1,,,
Deadpool melhor filme pprt,2016-02-15 18:08:52,0,0,,,
#Deadpool amazing! #MaximumEffort,2016-02-15 18:08:52,0,0,,#Deadpool #MaximumEffort,
"#ComedianStonefree63 #Deadpool Well, well, well. Hollywood finally got a comic book movie right. Wtf! Imagine That, Jackass! Yes,",2016-02-15 18:08:52,0,0,,#ComedianStonefree63 #Deadpool,
@PokeyBR Deadpool,2016-02-15 18:08:51,0,0,@PokeyBR,,
My job should start addressing my checks to @VancityReynolds since I'm seeing Deadpool for the 3rd time and have more viewings planned...,2016-02-15 18:08:50,0,0,@VancityReynolds,,
@ExSquee @Radia_a_a I guess I'm too used to the Deadpool in the comics. But yes I agree Reynolds was the perfect choice for the role.,2016-02-15 18:08:50,0,0,@ExSquee @Radia_a_a,,
Will someone come see deadpool with me? I get free movies soooooo,2016-02-15 18:08:50,0,3,,,
Deadpool was awesome!,2016-02-15 18:08:49,1,2,,,
Gonna go see Deadpool after school,2016-02-15 18:08:48,0,0,,,
I added a video to a @YouTube playlist http:// youtu.be/XRzRNF-HSBA?a Deadpool #10: Spider-Man & Deadpool Post-Date Interview - Marvel AR,2016-02-15 18:08:46,0,0,@YouTube,#10,
#BoxOffice number 1. Deadpool $135M,2016-02-15 18:08:46,0,0,,#BoxOffice,
@Nadeshot I rarely say this nowadays...but I WANT A DEADPOOL SEQUEL NOW!!!!! #Deadpool,2016-02-15 18:08:46,0,0,@Nadeshot,#Deadpool,
Deadpool with the husband was fucken amazingly awesome.,2016-02-15 18:08:46,0,0,,,
YA. QUIERO. VER. DEADPOOL .,2016-02-15 18:08:46,1,2,,,
"So, Deadpool is ABSOLUTELY FUCKING BRILLIANT then #Deadpool",2016-02-15 18:08:45,0,0,,#Deadpool,
coitado de quem foi ver deadpool hoje ja estava esgotado 1 hora antes,2016-02-15 18:08:44,0,0,,,
I really enjoyed deadpool btw I laughed a lot and it was p much what I expected lol def not a movie to watch with parents,2016-02-15 18:08:44,0,1,,,
"Deadpool ! — I'm at @CinemarkOficial for Deadpool in São Paulo, SP https://www. swarmapp.com/c/3TlNC9QEuYk",2016-02-15 18:08:43,0,0,@CinemarkOficial,,
"Started feeling sick, so we can't go see Deadpool tonight. But my excellent husband @MichaelPoe forgave me, tucked me in, & brought me tea.",2016-02-15 18:08:42,0,0,@MichaelPoe,,
"Deadpool : Engraçado, ação maneira, bom filme",2016-02-15 18:08:41,0,0,,,
Fact- Deadpool is just as good the second time,2016-02-15 18:08:41,1,1,,,
#Deadpool is a fantastic film! It's got everything you want in a marvel film and more!!,2016-02-15 18:08:40,0,1,,#Deadpool,
"Three cheers for Deadpool , a movie where the female love interest doesn't die #spoilers , not sorry#Can't believe I have to say this in 2016",2016-02-15 18:08:39,0,0,,#spoilers #Can,
¡Y no os olvidéis del tercer sorteo de Deadpool en discordia! https:// twitter.com/AgentedeMARVEL /status/698104856280694784 …,2016-02-15 18:08:39,7,16,,,
Shitty parents that brought preschoolers to Deadpool are the same shitty parents who then let them talk through the whole thing.,2016-02-15 18:08:38,0,0,,,
Went to see deadpool and it was too funny,2016-02-15 18:08:38,0,1,,,
¿Qué hay una escena en la que Steve puede perder de nuevo a Bucky? Vayamos con Deadpool mientras intenta hacerle un sinpa a un taxista,2016-02-15 18:08:38,0,0,,,
@PokeyBR deadpool ou frozen,2016-02-15 18:08:37,0,0,@PokeyBR,,
I liked a @YouTube video http:// youtu.be/COnTk4hF2ak?a DEADPOOL SHATTERS Box Office RECORDS!! - ETC Daily,2016-02-15 18:08:36,0,0,@YouTube,,
Definately seeing deadpool again,2016-02-15 18:08:36,1,0,,,
"Deadpool consistently referring back to Reynolds failures, including GL and X-Men Origins, as well as the fourth-wall breaks, was great. 2/2",2016-02-15 18:08:35,0,1,,,
"¿Que tal Deadpool ? Tengo ganas de ver acción, peleas, músculos ... Pero también quiero reírme.",2016-02-15 18:08:34,0,0,,,
@PokeyBR Deadpool,2016-02-15 18:08:33,0,0,@PokeyBR,,
Not gonna lie. Yesterday was amazing #Deadpool pic.twitter.com/DPIqzFeinS,2016-02-15 18:08:33,0,0,,#Deadpool,
Deadpool was pretty good,2016-02-15 18:08:33,0,0,,,
James Gunn Rips Into Hollywood for Taking the Wrong Lessons From ' Deadpool '… http:// dlvr.it/KWTpNG #GoogleNewsGunn pic.twitter.com/Z6eJBAxBam,2016-02-15 18:08:33,0,0,,#GoogleNewsGunn,
@Althios It's rated R. Success of Deadpool made my investors approve the director's cut.,2016-02-15 18:08:32,0,2,@Althios,,
watching Deadpool Filme at Cinemark - Shopping Cidade Sao Paulo http:// fb.me/7IAPPNroG,2016-02-15 18:08:29,0,2,,,
"Gloomy, snowy day for Deadpool . Perfect #ohboston @Fenway Park https://www. instagram.com/p/BB0yZArAJfo/",2016-02-15 18:08:29,0,0,@Fenway,#ohboston,
ACABEI DE VER DEADPOOL E SOCORRO!!!!!,2016-02-15 18:08:29,0,0,,,
Come check out my Twitch stream! Watch me do my best Deadpool impression!: http://www. twitch.tv/dr_evil_genius #1884 …,2016-02-15 18:08:28,0,0,,#1884,
QUEM VIU DEADPOOL SE LIGA NA REFERENCIA UEAHUEAUHEAUHEAUHEAUHEUAHEUAHEA https:// twitter.com/9GAG/status/69 9367752117653505 …,2016-02-15 18:08:27,0,0,,,
só queria ver deadpool no cinema :c,2016-02-15 18:08:26,0,2,,,
Quiero ir a ver deadpool,2016-02-15 18:08:26,0,2,,,
29 cosas que no sabias sobre Deadpool . Todo se trata de la pelicula y lo unico que dice son las primeras lineas de la wiki xD,2016-02-15 18:08:25,0,1,,,
Omg #Deadpool was amazing,2016-02-15 18:08:25,0,0,,#Deadpool,
I really like how they dealt with both deadpool and vanessa's history with abuse man they handled it very realistically and respectfully,2016-02-15 18:08:24,6,28,,,
@kingcatlogan Have you seen Deadpool yet?,2016-02-15 18:08:24,0,0,@kingcatlogan,,
Deadpool was so so so good,2016-02-15 18:08:23,0,3,,,
Saw this in front of the movie theatre today after seeing deadpool great movie would recommend if not seen it pic.twitter.com/2gUTfgBh54,2016-02-15 18:08:23,0,0,,,
"#Deadpool esta genial esa pelicula, tiene de todo jaja me encanto!!",2016-02-15 18:08:22,0,1,,#Deadpool,
Seen Deadpool today and there's only 1 word for that movie... Perfection.,2016-02-15 18:08:22,0,0,,,
"Entre as opções, quem decide é o fã, Deadpool comprova! http:// misaka.com.br/?p=1228 #deadpool #fox #marvel",2016-02-15 18:08:20,0,0,,#deadpool #fox #marvel,
"Also, incidentally, Deadpool was amazing. If you're holding out because you're not sure it'll be actually fun- don't. GO.",2016-02-15 18:08:20,0,4,,,
"El videojuego de Deadpool me parece muy mediocre, el humor de Deadpool solo se salva.",2016-02-15 18:08:19,0,0,,,
"Just saw #Deadpool and I must say I'd still do Ryan Reynolds even with his ""avocado face"".",2016-02-15 18:08:19,0,1,,#Deadpool,
2da. temporada de Better call Saul y 4ta. temporada de Vikings > Sus estrenos de Deadpool .,2016-02-15 18:08:19,0,1,,,
"@mndtrcr é deadpool vei, DEADPOOL , só imagina a resposta dele pra esses textões ae e vai curtir o filme <3",2016-02-15 18:08:19,0,0,@mndtrcr,,
"Best day ever! Went to see Deadpool , learned I'm going up Wicked in Bradford and now I'm getting Netflix!",2016-02-15 18:08:18,0,0,,,
Wow Deadpool was awesome!! Can't belive how good it was!!! Role on Deadpool 2.,2016-02-15 18:08:18,0,0,,,
11/10 recommend seeing Deadpool,2016-02-15 18:08:18,1,1,,,
"j'ai commencer deadpool la nuit des morts vivants mais jla terminerai demain mais pr l'instant cette bd est cool, frchmt deadpool j'aime bcp",2016-02-15 18:08:17,0,0,,,
@OuldAziiz ya deadpool legende aussi,2016-02-15 18:08:17,0,0,@OuldAziiz,,
No e visto deadpool aún,2016-02-15 18:08:17,0,0,,,
#NowWatching Deadpool,2016-02-15 18:08:17,0,0,,#NowWatching,
"Gostei de um vídeo @YouTube de @gabrielnerdland http:// youtu.be/SMzQ8OIjV0E?a 5 MOTIVOS QUE DEADPOOL E O MELHOR FILME DE ""HEROIS""",2016-02-15 18:08:17,0,0,@YouTube @gabrielnerdland,,
Deadpool was a great movie,2016-02-15 18:08:15,0,1,,,
sobre deadpool : PAU NO CU DA MARVEL,2016-02-15 18:08:15,0,0,,,
La interacción entre #DeadPool y Negasonic Teenage Warhead me gustó demasiado.,2016-02-15 18:08:14,1,1,,#DeadPool,
"О кино - Реально развлекает (Дэдпул, Deadpool обзор без спойлеров) https:// youtu.be/RGFFJY0Yf1o с помощью @YouTube",2016-02-15 18:08:13,0,0,@YouTube,,
I need to go see Deadpool asap,2016-02-15 18:08:13,0,0,,,
Marvel fan petitions for Regina statue of Deadpool : A local Marvel fan has started two online petitions asking… http:// m.tbnn.it/KWTnTl,2016-02-15 18:08:11,0,1,,,
"@SantinoHassell Well lookie-here, I just found a Deadpool bobble-head, with the name ""Santino"" on it. Hahahaha",2016-02-15 18:08:11,0,0,@SantinoHassell,,
Quiero una polera de Deadpool .,2016-02-15 18:08:10,0,1,,,
"Vi deadpool hj, que filme foda",2016-02-15 18:08:10,0,0,,,
Me gustó un video de @YouTube de @elchurchesyt http:// youtu.be/hj9HsLd-LYg?a GTA V PC MODS - Masacre DEADPOOL En Los Santos !! OMG -,2016-02-15 18:08:10,0,0,@YouTube @elchurchesyt,,
Going see deadpool today,2016-02-15 18:08:10,0,0,,,
Deadpool show de bola,2016-02-15 18:08:09,0,0,,,
DEADPOOL É FOOOOOODAAA,2016-02-15 18:08:07,0,0,,,
"En su primer fin de semana, Deadpool rebasó los $150 millones de dólares en EU y, sumando la recaudación de otros... http:// fb.me/S2DDrXeT",2016-02-15 18:08:05,0,0,,,
Didn't see Deadpool today >:(,2016-02-15 18:08:05,0,0,,,
Reservada #TheRevenant y #Deadpool en BluRay para #MiVideoclub,2016-02-15 18:08:03,0,0,,#TheRevenant #Deadpool #MiVideoclub,
#chimichanga #Deadpool #clone #dumb #un #funny #Stupid #comedy @RyanVancity #sequel #new s #soon ? #revine https:// vine.co/v/ivKr5ErphLU,2016-02-15 18:08:03,0,0,@RyanVancity,#chimichanga #Deadpool #clone #dumb #un #funny #Stupid #comedy #sequel #new #soon #revine,
Just saw Deadpool ! Great movie :-) Possibly a 'bonus' stream later tonight? I'll let Twitter know! #Dofus #Twitch pic.twitter.com/flYQSfJRgH,2016-02-15 18:08:03,1,5,,#Dofus #Twitch,
Deadpool vale 5 lucas weon se van a la mierda,2016-02-15 18:08:03,0,0,,,
Deadpool was such a good movie!,2016-02-15 18:08:03,1,1,,,
"tv talked about deadpool and mom was like ""oh! jenny saw that and she really liked it"" im so sorry mom i lied i saw love live",2016-02-15 18:08:02,0,2,,,
Deadpool vai rolar firme agora https://www. instagram.com/p/BB0yVq-ArPq/,2016-02-15 18:08:01,0,0,,,
"#Deadpool is the funniest, filthiest & most ridiculously entertaining superhero film I've seen in a LONG time.",2016-02-15 18:08:01,0,1,,#Deadpool,
Just got back from the cinema. I rate Deadpool a well-deserved 9/10,2016-02-15 18:08:01,0,3,,,
I need to see Deadpool ASAP,2016-02-15 18:08:01,0,1,,,
Have you seen the insane trailer for @HardcoreHenry ? You may have seen it in front of Deadpool this past weekend https:// aftercreditmoviechats.wordpress.com/2016/02/15/har dcore-henry-trailer-really-is-nuts/ …,2016-02-15 18:08:01,0,1,@HardcoreHenry,,
AMEI DEADPOOL VIADO,2016-02-15 18:08:01,0,0,,,
Deadpool review: Should the Merc With A Mouth just shut up? http://www. technobuffalo.com/reviews/deadpo ol-review-ryan-reynolds/?utm_campaign=twitter-WP&utm_medium=twitter&utm_source=twitter … pic.twitter.com/LIfIfmVlcX,2016-02-15 18:08:00,0,0,,,
Hoje me deram spoiler de deadpool .. Só quis chorar,2016-02-15 18:08:00,0,0,,,
I give #Deadpool a 100/10 chimichangas IGN! My favorite marvel movie! #DeadpoolMovie,2016-02-15 18:07:59,0,0,,#Deadpool #DeadpoolMovie,
About to see Deadpool at the New 400 Theater.,2016-02-15 18:07:59,0,0,,,
Deadpool esta terriblemente CABRONA,2016-02-15 18:07:58,0,0,,,
@topher1kenobe Goriest movie I've seen in a long time but Deadpool himself is,2016-02-15 18:07:58,0,1,@topher1kenobe,,
DeadpoolPack - Textura do DeadPool !: http:// youtu.be/Qnuw8SWEiHo?a via @YouTube,2016-02-15 18:07:57,0,1,@YouTube,,
@caaiocabral eu quero ver deadpool,2016-02-15 18:07:57,0,0,@caaiocabral,,
DEADPOOL É MUITO FODA VIADO NAMORAAAAL,2016-02-15 18:07:56,0,0,,,
Deadpool with da boys,2016-02-15 18:07:56,0,0,,,
Despues de la pelea se hicieron amigas xD #Deadpool @LokiStrikes pic.twitter.com/Of6e0Gd59L,2016-02-15 18:07:56,0,0,@LokiStrikes,#Deadpool,
@mays_kinga C'est pour ca alors! Tu t'attendais a un marvel bon enfant... Deadpool c'est un anti heros... C'est pas la mm recette,2016-02-15 18:07:55,0,0,@mays_kinga,,
DEADPOOL con papá !!,2016-02-15 18:07:54,0,0,,,
Deadpool dominó en su debut en la taquilla http:// agenciacn.com/variedades/dea dpool-domino-en-su-debut-en-la-taquilla/ … pic.twitter.com/Jq4TqIH3f2,2016-02-15 18:07:54,0,0,,,
Oh my god I saw Deadpool & I think I am mentally scarred for life. Somebody help me.,2016-02-15 18:07:54,0,6,,,
"@Bernserker Claro, porque Lobo es Batman + Deadpool . ¬¬",2016-02-15 18:07:54,0,0,@Bernserker,,
alguem me leva p ver deadpool,2016-02-15 18:07:53,2,0,,,
"#Deadpool Cineminha — Estou em Shopping @JardimGuadalupe em Rio de Janeiro, RJ https://www. swarmapp.com/c/bs0ERX2Q2P7",2016-02-15 18:07:52,0,0,@JardimGuadalupe,#Deadpool,
"#RyanReynolds is something else from now on with his career, well-done to him. #DeadPool",2016-02-15 18:07:52,0,0,,#RyanReynolds #DeadPool,
Must see Deadpool .,2016-02-15 18:07:52,0,1,,,
I wanna see deadpool,2016-02-15 18:07:51,0,1,,,
And if you haven't seen deadpool ..you are missing out,2016-02-15 18:07:51,0,0,,,
9GAG : Only people who watched Deadpool will understand http:// 9gag.com/gag/aX9r16D?re f=tp … … https:// twitter.com/9GAG/status/69 9367752117653505 … ) pic.twitter.com/2nrMcml4co,2016-02-15 18:07:51,0,0,,,
@ItsJumah Hey sexy Deadpool on sexy unicorn,2016-02-15 18:07:50,0,0,@ItsJumah,,
Deadpool dominó en su debut en la taquilla http:// agenciacn.com/variedades/dea dpool-domino-en-su-debut-en-la-taquilla/ … pic.twitter.com/4pDggPqqmL,2016-02-15 18:07:47,1,1,,,
RETWEET + FOLLOW @LooperHQ for a chance to win this Deadpool Funko Pop pic.twitter.com/nBKRPjsDlL,2016-02-15 18:07:47,314,95,@LooperHQ,,
"n leva os pirralho pra assistir deadpool , mas em casa deixa a novela/bbb rolando putaria, drogas, vagabundagem etc",2016-02-15 18:07:45,0,1,,,
Deadpool dominó en su debut en la taquilla http:// agenciacn.com/variedades/dea dpool-domino-en-su-debut-en-la-taquilla/ … pic.twitter.com/R129Kz1XU2,2016-02-15 18:07:45,0,0,,,
"Lmmfao! ""Lets scramble and try to beat that deadpool movie... we can do it.. com'on guys... they jumped out the... http:// fb.me/7SvtMaZdJ",2016-02-15 18:07:43,0,0,,,
"So #Deadpool . FAN..FUCKIN..TASTIC, Best marvel movie to date and Deadpool 's character is spot on. Partner almost cried with laughter. #marvel",2016-02-15 18:07:42,0,1,,#Deadpool #marvel,
I want to go to the movies but I already seen Deadpool .,2016-02-15 18:07:42,0,0,,,
"NO! Entrevista com Ryan Reynolds, o Sr. Deadpool =) Ta bem daora! https:// twitter.com/igorBK3/status /699367571481612288 …",2016-02-15 18:07:42,4,74,,,
Deadpool dominó en su debut en la taquilla http:// agenciacn.com/variedades/dea dpool-domino-en-su-debut-en-la-taquilla/ … pic.twitter.com/AM8p4Oszb0,2016-02-15 18:07:42,1,0,,,
Sobre Deadpool : Vou vender minhas miçangas pra poder ir assistir,2016-02-15 18:07:39,1,0,,,
ouvindo trilha sonora do deadpool pq é muito bom,2016-02-15 18:07:39,0,0,,,
YOOOOOO deadpool was so lit,2016-02-15 18:07:39,0,5,,,
Deadpool dominó en su debut en la taquilla http:// agenciacn.com/variedades/dea dpool-domino-en-su-debut-en-la-taquilla/ … pic.twitter.com/RURvZxR1jm,2016-02-15 18:07:38,0,0,,,
Deadpool was alright. Good even. But was expecting it to be so much better.,2016-02-15 18:07:37,0,0,,,
Behold Rob Liefeld's MONDO poster for DEADPOOL !!! AWESOME! Seems he improved in his time off! http://www. aintitcool.com/node/74429 via @headgeek666,2016-02-15 18:07:37,0,0,@headgeek666,,
@DeeAndreB @yeahh_itswyy @g_wave9 deadpool,2016-02-15 18:07:37,0,0,@DeeAndreB @yeahh_itswyy @g_wave9,,
"Deadpool director Tim Miller remembers when Fox execs told him, 'We just don't get it' http:// ift.tt/1PNoa8c @EW pic.twitter.com/O5iMI91K7x",2016-02-15 18:07:36,0,0,@EW,,
Hj ver o filme do Deadpool . https://www. instagram.com/p/BB0ySfzpvw4/,2016-02-15 18:07:36,0,0,,,
"""Jedi Bounty Trooper"" Deadpool in the works. C2e2 commission pic.twitter.com/9oVukR4Itg",2016-02-15 18:07:35,1,5,,,
Acabei de assistir deadpool e já quero comprar ingresso pra assistir de novo,2016-02-15 18:07:35,0,0,,,
Deadpool dominó en su debut en la taquilla http:// agenciacn.com/variedades/dea dpool-domino-en-su-debut-en-la-taquilla/ … pic.twitter.com/tqfVqKLzEr,2016-02-15 18:07:35,0,0,,,
#Deadpool is everything I could want in a Deadpool movie. Absolutely excellent. #Crisphighfive,2016-02-15 18:07:34,0,0,,#Deadpool #Crisphighfive,
"Ps ni rarde ni perezoso, a ver #Deadpool",2016-02-15 18:07:34,0,0,,#Deadpool,
"O Deadpool estava no esquema porque Connor é o mercenário,canadense,boca suja,mais engraçado que eu já conheci. pic.twitter.com/r2pONJIRbK",2016-02-15 18:07:34,0,1,,,
Jeg likte en @YouTube -video fra @ksiolajidebt – http:// youtu.be/cr5z8YSIJds?a WHISPER CHALLENGE WITH RYAN REYNOLDS ( Deadpool ),2016-02-15 18:07:34,0,0,@YouTube @ksiolajidebt,,
¿Conoces la fascinante historia de Deadpool ? http:// fb.me/7Able6hsQ,2016-02-15 18:07:33,0,0,,,
Saw this trailer before Deadpool . Never heard of #HardcoreHenry but it's looked so stupid it has to be a fun watch https:// twitter.com/HardcoreHenry/ status/697615117857345536 …,2016-02-15 18:07:33,0,0,,#HardcoreHenry,
Mishonne qui embroche a la dead pool dans l episode 9 a la deadpool oklm #TheWalkingDead,2016-02-15 18:07:33,0,0,,#TheWalkingDead,
"Deadpool was fun. I'm glad I went to see it. Also, Ryan Reynolds has a nice bum. #deadpool",2016-02-15 18:07:33,0,0,,#deadpool,
¿Qué Iron Man está en mitad de un combate contra Captain America? Pasemos a Deadpool comiendo un sandwich en la torre de los Vengandores,2016-02-15 18:07:32,3,2,,,
"TIL that Deadpool Corps is a team of Deadpools from alternate universes which includes a floating head, a dog, a kid, and a female version …",2016-02-15 18:07:32,0,0,,,
Before I go see #Deadpool tonight. I need to watch more of the Blacklist,2016-02-15 18:07:32,0,0,,#Deadpool,
a única coisa ruim do filme do deadpool eh que ele não teve 3h30 de duração,2016-02-15 18:07:32,0,0,,,
"Didn't make it to Deadpool ? We got you covered, swing by the ASI Box Office for discounted movie tickets! #ASICSUSB pic.twitter.com/18JUqzNnaq",2016-02-15 18:07:31,0,0,,#ASICSUSB,
"Wow, actually didn't hear from anyone to speak something negativly about Deadpool . Awesome, because going to watch the movie at Wednesday.",2016-02-15 18:07:31,0,2,,,
Deadpool was amazing,2016-02-15 18:07:28,0,0,,,
デッドプールだ #デッドプール,2016-02-15 18:07:28,0,0,,#,
DeadPool muito foda. #PeideiEsai,2016-02-15 18:07:27,0,0,,#PeideiEsai,
@HeliseC_ deadpool,2016-02-15 18:07:23,0,1,@HeliseC_,,
"Deadpool has me listening to ""Angel of the Morning"" by Juice Newton. #Admission",2016-02-15 18:07:23,0,11,,#Admission,
"The Mission – Deadpool Triumphant, Fox’s X-Men Forever & More Firepower http://www. comicschronicle.com/the-mission-de adpool-triumphant-foxs-x-men-forever-more-firepower/ …",2016-02-15 18:07:22,0,0,,,
"DEADPOOL — I'm at UCI - @ucicinemas for Deadpool in São Paulo, SP https://www. swarmapp.com/c/0VxpKqlZ4R3",2016-02-15 18:07:22,0,0,@ucicinemas,,
"The Mission - Deadpool Triumphant, Fox's X-Men Forever & More Firepower -- http:// bit.ly/1PACRhd #XMen",2016-02-15 18:07:22,0,0,,#XMen,
@NjR11_ksa سلام عليكم حبيت اسال متى ان شاء الله راح تنزل فلم Deadpool والله متحمس للفلم مرررره ويعطيك العافيه اخوي,2016-02-15 18:07:22,0,0,@NjR11_ksa,,
Watched Deadpool and loved it. Then when I got home I watched the Walking Dead... nice shot Daryl!,2016-02-15 18:07:21,0,0,,,
"Big ' Deadpool ' debut annihilates 'Fifty Shades' record, more - see #BettyWhite 's review here: http:// bit.ly/1LqpH27",2016-02-15 18:07:21,7,19,,#BettyWhite,
"@EpicVoiceGuy so out of 10, what do you give #Deadpool ? I gave it a 10",2016-02-15 18:07:20,0,0,@EpicVoiceGuy,#Deadpool,
should i make a tumblr post about the transmisogyny in deadpool,2016-02-15 18:07:20,0,0,,,
El miercoles si o si voy al cine a ver deadpool,2016-02-15 18:07:20,0,0,,,
#Deadpool funniest marvel movie ever ! And the nudes wee good,2016-02-15 18:07:20,0,0,,#Deadpool,
"Gostei de um vídeo @YouTube http:// youtu.be/3nz2YGBR-GI?aS alt-N-Pepa … - Shoop ("" Deadpool "" Trailer Song #2)",2016-02-15 18:07:19,0,0,@YouTube,#2,
"Took Emma to see Deadpool , was enjoyable but needed more naked Ryan Reynolds.",2016-02-15 18:07:17,0,0,,,
I want someone to love me the way #Deadpool loves Vanessa. The way he looks at her,2016-02-15 18:07:16,0,0,,#Deadpool,
Deadpool was pretty good too like,2016-02-15 18:07:15,0,0,,,
"Repito nadie quiere ir a ver deadpool , es 2x1 re pito",2016-02-15 18:07:15,0,0,,,
"@PeliculasQLS cabros QLS, ya vieron #Deadpool ? #PiscinaDeLaMuerte #PeliculasQLS #CriticasQLS",2016-02-15 18:07:15,1,1,@PeliculasQLS,#Deadpool #PiscinaDeLaMuerte #PeliculasQLS #CriticasQLS,
@VancityReynolds holy shit! Just watched #Deadpool hands down the best I've seen in a long time! #MercWithAMouf,2016-02-15 18:07:15,0,0,@VancityReynolds,#Deadpool #MercWithAMouf,
Bueno hablemos de Deadpool .,2016-02-15 18:07:14,0,1,,,
"More on Deadpool : one of the most well made ""comic-book"" films made, in my opinion. Ryan Reynolds IS Deadpool . 1/2",2016-02-15 18:07:14,0,1,,,
Deadpool Producer Simon Kinberg Says X-Force Could Be R-Rated http:// comicbook.com/2016/02/15/dea dpool-producer-simon-kinberg-says-x-force-could-be-r-rated/ … via ComicBook,2016-02-15 18:07:14,0,0,,,
I gotta see what all the hype is about with Deadpool,2016-02-15 18:07:13,0,0,,,
Wanna go see Deadpool today,2016-02-15 18:07:12,0,1,,,
The success of Deadpool is a sign that The Audience would like to NEVER see Ryan Reynolds' unaltered/uncovered face in a movie again.,2016-02-15 18:07:11,0,5,,,
"#Deadpool first episode up tomorrow. Also, check out our #StreetFighterV tournament this weekend! More details soon! pic.twitter.com/1vUvLM433h",2016-02-15 18:07:09,2,1,,#Deadpool #StreetFighterV,
who wanna go see deadpool later?,2016-02-15 18:07:08,0,4,,,
