Unnamed: 0,username,date,retweets,favorites,text,mentions,hashtags,id,Compound_Score,Negative_Score,Positive_Score,Neutral_Score,polarity
1212,ekynaris_,2017-10-22 09:12,0,0,best tak happy death day,,,922088205469417472,0.6124,0.283,0.572,0.145,Pos
1213,huseyiingungor,2017-10-22 09:09,0,0,happy death day son zamanlarda zevk en iyi filmdi,,,922087614978633730,-0.0516,0.267,0.253,0.479,Neu
1214,petitejo_,2017-10-22 09:09,1,0,happy death day plot twist,,,922087602575912961,-0.0516,0.368,0.349,0.283,Neg
1215,clukey83,2017-10-22 09:09,0,0,time kilmarnock,@ODEONCinemas,#happydeathday,922087520241901568,0.0,0.0,0.0,1.0,Neu
1216,karinaisback,2017-10-22 09:06,0,0,watching happy death day,@cinema21,,922086855234826243,-0.0516,0.406,0.385,0.208,Neg
1217,Karmah_K,2017-10-22 09:06,0,1,much better expected,,#HappyDeathDay,922086725832372225,0.4404,0.0,0.592,0.408,Pos
1218,ciera_xxx,2017-10-22 09:05,0,0,gusto kona panuorin happy death day,,,922086571599208449,-0.0516,0.336,0.319,0.345,Neu
1219,whoissanii,2017-10-22 09:04,0,0,happy death day,,,922086263410192384,-0.0516,0.453,0.43,0.116,Neg
1220,jacbnvsta,2017-10-22 09:03,0,1,happy death day talagaaa mins na lang saglet,,,922086106643939329,-0.0516,0.287,0.272,0.441,Neu
1221,bad_garrett,2017-10-22 09:02,0,0,went see happy death day high lead real good movie razors edge,,,922085727277641730,0.4019,0.2,0.338,0.462,Neu
1222,ethcachapero,2017-10-22 09:01,0,0,happy death day,,,922085512214491137,-0.0516,0.453,0.43,0.116,Neg
1223,joan_fadri,2017-10-22 09:01,0,4,kasama manood ng happy death day pls,,,922085470393081857,0.0258,0.302,0.388,0.31,Pos
1224,Diaa_Soliman,2017-10-22 09:00,0,1,happy death day official trailer theaters friday,,,922085166671187968,-0.0516,0.31,0.294,0.397,Neu
1225,JaiKonCambodia,2017-10-22 09:00,0,0,happy death day,,,922085148656578560,-0.0516,0.453,0.43,0.116,Neg
1226,JasonMartinez99,2017-10-22 09:00,0,3,listening happy death day drive home,@NOFSpodcast @kimmikillzombie @JonOnAString,,922085136723832833,-0.0516,0.336,0.319,0.345,Neu
1227,bouyassine6,2017-10-22 08:59,0,0,streaming happy death day,,,922085103194517505,-0.0516,0.406,0.385,0.208,Neg
1228,jihrishsardido,2017-10-22 08:59,0,0,movie night,,#happydeathday,922085000635281410,0.0,0.0,0.0,1.0,Neu
1229,sincerelymissie,2017-10-22 08:59,0,0,neutral,,#HappyDeathDay,922084953445113856,0.0,0.0,0.0,1.0,Neu
1230,95shakti95,2017-10-22 08:57,0,1,yes reviews generally seeing soon share,,#HappyDeathDay,922084566952689669,0.5994,0.0,0.551,0.449,Pos
1231,camachowme,2017-10-22 08:57,2,6,happy death day,,,922084508794363904,-0.0516,0.453,0.43,0.116,Neg
1232,Tessicat,2017-10-22 08:56,0,1,many films see movies week,,#ThorRagnarok #happydeathday #JigsawMovie #myfrienddahmer,922084369619214337,0.0,0.0,0.0,1.0,Neu
1233,amerixa_rt,2017-10-22 08:55,0,0,might go watch happy death day today,,,922083896090677251,-0.0516,0.31,0.294,0.397,Neu
1234,neoliberals,2017-10-22 08:54,1,4,best line happy death day,,,922083713365762048,0.6124,0.283,0.572,0.145,Pos
1235,SidWithBenefits,2017-10-22 08:53,0,0,today first day rest,,#HappyDeathDay,922083366031171585,0.0,0.0,0.0,1.0,Neu
1236,ShannonMorant,2017-10-22 08:52,0,0,saw happy death day great,,,922083267112767488,0.5994,0.285,0.569,0.146,Pos
1237,moragadanielle_,2017-10-22 08:52,0,0,leggo watch bad genius happy death day,,,922083140620845061,-0.5719,0.49,0.245,0.265,Neg
1238,patrodrigcosta,2017-10-22 08:51,0,0,ainda nem vi happy death day e estou bue ansiosa p ir,,,922083031019552768,-0.0516,0.25,0.237,0.513,Neu
1239,grace_dance240,2017-10-22 08:51,0,0,happy death day great movie,,,922083015609782272,0.5994,0.285,0.569,0.146,Pos
1240,TriviaHorror,2017-10-22 08:51,0,1,loved twist,@blumhouse @creetureshow @jessica_rothe,#HappyDeathDay,922082900853567488,0.5994,0.0,0.796,0.204,Pos
1241,jessamack_,2017-10-22 08:50,0,1,happy death day really,,,922082651355451392,-0.0516,0.406,0.385,0.208,Neg
1242,TriviaHorror,2017-10-22 08:49,0,0,loved e,@blumhouse @creetureshow,#HappyDeathDay,922082489744723968,0.5994,0.0,1.0,0.0,Pos
1243,RoselleSierra,2017-10-22 08:49,0,2,want watch bad genius happy death day,,,922082419359887361,-0.5267,0.481,0.325,0.195,Neg
1244,Karmilitahong,2017-10-22 08:49,0,0,happy death day nasad ready na cine buddies,,,922082387630047232,0.3182,0.258,0.411,0.331,Pos
1245,karylle_mojica,2017-10-22 08:48,0,0,happy death day,,,922082282743128065,-0.0516,0.453,0.43,0.116,Neg
1246,luckypakor,2017-10-22 08:47,0,0,ini oke rasanya tuh kek nonton scream know last summer,,#HappyDeathDay,922082017281318913,-0.4019,0.231,0.0,0.769,Neu
1247,Angelacriis,2017-10-22 08:46,0,0,vou ver hoje,,#HappyDeathDay,922081811513126912,0.0,0.0,0.0,1.0,Neu
1248,irasya_,2017-10-22 08:46,0,0,almost lost mind watching happy death day,,,922081792974233604,-0.2975,0.434,0.272,0.294,Neg
1249,95shakti95,2017-10-22 08:46,0,1,anyone seen trailers look,,#HappyDeathDay,922081688959696896,0.0,0.0,0.0,1.0,Neu
1250,elementaladam,2017-10-22 08:46,0,5,blumhouse nail campaign jessica rothe new buffy starts,,#HappyDeathDay,922081614376656898,0.0,0.0,0.0,1.0,Neu
1251,lysssaab,2017-10-22 08:45,0,0,heyyyyyyy mah burthday,,#happydeathday,922081470637858816,0.0,0.0,0.0,1.0,Neu
1252,drlyntrrgz,2017-10-22 08:44,0,2,wait hahahahahahaha gusto ko sana panoorin yung happy death day bukas kaso naspoil ko sarili ko wtf,,,922081276953182208,-0.6124,0.303,0.146,0.551,Neu
1253,Speechless_UK,2017-10-22 08:43,0,0,high hopes,,#HappyDeathDay,922081007007883264,0.4215,0.0,0.737,0.263,Pos
1254,barongabr,2017-10-22 08:42,0,0,bout watch happy death day,,,922080822986907649,-0.0516,0.368,0.349,0.283,Neg
1255,Avereey,2017-10-22 08:42,0,2,happy death day boys asia,@Mall,,922080793568067584,-0.0516,0.368,0.349,0.283,Neg
1256,emjee_duma,2017-10-22 08:42,0,0,gusto nako iwatch ang bad genius og ang happy death day waaaaa,,,922080728640131077,-0.5719,0.368,0.184,0.448,Neu
1257,_addiecollins_,2017-10-22 08:42,0,4,happy death day would never happen kent state,,,922080597945745408,-0.0516,0.287,0.272,0.441,Neu
1258,nadhhsalim,2017-10-22 08:41,0,0,mcm mok nangga happy death day jak,,,922080507420016641,-0.0516,0.31,0.294,0.397,Neu
1259,aikolets_,2017-10-22 08:38,0,2,bakit ko ba naiimagine yung itsura ng mascot na baby sa happy death day kapag magisa lang ako sa elev,,,922079687949434880,-0.0516,0.152,0.145,0.703,Neu
1260,CharacterDavis,2017-10-22 08:37,0,1,ommgg serial killer looks like hahahah,@JeffHollandaise,#happydeathday,922079546844774401,-0.4215,0.398,0.231,0.37,Neg
1261,paboleen,2017-10-22 08:36,0,0,happy death day bitches singapore,@CathayCineplex @jthl_,,922079317433225216,-0.6249,0.578,0.274,0.148,Neg
1262,naddiahhalim,2017-10-22 08:36,0,0,happy death day best ke tak,,,922079248122130432,0.6124,0.264,0.534,0.203,Pos
1263,IslaECole,2017-10-22 08:36,0,0,happy death day,,,922079142258053121,-0.0516,0.453,0.43,0.116,Neg
1264,kennnethics,2017-10-22 08:35,0,1,happy death day geostorm,,,922078993465016321,-0.0516,0.406,0.385,0.208,Neg
1265,frhrsl,2017-10-22 08:35,0,0,changing want watch happy death day,,,922078851928174593,0.0258,0.328,0.42,0.252,Pos
1266,aishaguado,2017-10-22 08:34,0,0,ang cute ng happy death day,,,922078689059147778,0.4215,0.287,0.493,0.221,Pos
1267,CHANdelieeeer,2017-10-22 08:33,0,0,nood nalang ako happy death day bukas,,,922078446011932672,-0.0516,0.31,0.294,0.397,Neu
1268,PalaNicos,2017-10-22 08:33,0,0,review happy death day,@letterboxd,,922078413392883712,-0.0516,0.406,0.385,0.208,Neg
1269,nefertari_wd,2017-10-22 08:32,0,0,happy death day,,,922078303288147969,-0.0516,0.453,0.43,0.116,Neg
1270,leeyanaaa_,2017-10-22 08:32,2,1,wanna watch happy death day,,,922078089693224960,-0.0516,0.368,0.349,0.283,Neg
1271,khinantyy,2017-10-22 08:30,0,0,watching happy death day jonathan,,,922077822859878402,-0.0516,0.368,0.349,0.283,Neg
1272,mbrightwriter,2017-10-22 08:30,0,0,octoberwatch happy death day might entertaining since,,,922077619885047808,0.4019,0.269,0.455,0.276,Pos
1273,hndmkmhl,2017-10-22 08:29,1,4,swear ordinary guys watch,,#HappyDeathDay,922077486808104960,-0.0516,0.286,0.0,0.714,Neu
1274,JoshuaPatten1,2017-10-22 08:28,0,0,liked video happy death day movie review,@YouTube,,922077128711135232,0.3818,0.271,0.451,0.278,Pos
1275,prilapuya,2017-10-22 08:27,0,0,gusto ko ug happy death day,,,922077036348190721,-0.0516,0.336,0.319,0.345,Neu
1276,limerence11,2017-10-22 08:25,0,1,finished watching make,@israelbroussard,#HappyDeathDay,922076542632542208,0.0,0.0,0.0,1.0,Neu
1277,IanSalim,2017-10-22 08:25,1,0,kapan yha baru sempet nonton happy death day,,,922076490002345990,-0.0516,0.287,0.272,0.441,Neu
1278,LaylaATL,2017-10-22 08:25,0,0,grrr read spoiler happy death day going see wednesday fu twitter,,,922076418875502592,-0.743,0.483,0.179,0.338,Neg
1279,_hxrithiskxndxr,2017-10-22 08:25,0,0,takde geng pulak nak tengok happy death day,,,922076394007302145,-0.0516,0.287,0.272,0.441,Neu
1280,creeper_artz,2017-10-22 08:25,0,0,back watching happy death day murderer reminds fake,,,922076319692623872,-0.836,0.601,0.192,0.207,Neg
1281,JoyPixelID,2017-10-22 08:24,0,0,time loop mencekam tapi seru,,#HappyDeathDay,922076128696680448,0.0,0.0,0.0,1.0,Neu
1282,veeescamilla,2017-10-22 08:22,0,1,hoooy happy death day ta nnyo ba shet kapila nako nag ingon ani huhu otherrsss,@bfaaaab @tembulina,,922075646636912640,-0.4019,0.29,0.167,0.543,Neu
1283,_vrncxmrr,2017-10-22 08:21,0,0,happy death day,,,922075511165042688,-0.0516,0.453,0.43,0.116,Neg
1284,Withloveshayy,2017-10-22 08:20,0,0,geostorm happy death day seeing boo today,,,922075141697343488,-0.0516,0.31,0.294,0.397,Neu
1285,kirk_sapitan,2017-10-22 08:18,0,2,happy death day,,,922074788750794752,-0.0516,0.453,0.43,0.116,Neg
1286,jaymaniri,2017-10-22 08:17,0,1,happy death day,,,922074450245271557,-0.0516,0.453,0.43,0.116,Neg
1287,isojackie,2017-10-22 08:17,0,0,happy death day,,,922074316849659904,-0.0516,0.453,0.43,0.116,Neg
1288,ekynaris_,2017-10-22 08:16,0,2,nak pergi tengok happy death day,,,922074288705888257,-0.0516,0.336,0.319,0.345,Neu
1289,heavier_things,2017-10-22 08:16,1,3,headline bit misleading think happy death day great fun brilliant teen movie,,,922074248759382016,0.8519,0.24,0.542,0.218,Pos
1290,DAMNitsRick,2017-10-22 08:16,0,0,gayunon si babae sa happy death day,,,922074084287979520,-0.0516,0.31,0.294,0.397,Neu
1291,emorunnn,2017-10-22 08:15,0,0,nak tngok happy death day,,,922074015094661122,-0.0516,0.368,0.349,0.283,Neg
1292,godblesstod,2017-10-22 08:15,0,0,watching happy death day,@cinema21,,922073930797522944,-0.0516,0.406,0.385,0.208,Neg
1293,hadidkyIie,2017-10-22 08:15,0,1,yesterday saw happy death day thought would bad freaking loved,,,922073838774562816,-0.3818,0.447,0.333,0.219,Neg
1294,olivialiv694,2017-10-22 08:13,1,4,wanna see happy death day go pumpkin picking,,,922073523421630466,-0.0516,0.287,0.272,0.441,Neu
1295,Popcorn_Muncher,2017-10-22 08:13,0,0,bizarre day brief reviews via instagram,,#geostorm #happydeathday #MyLittlePonyMovie,922073437866217472,-0.3182,0.315,0.0,0.685,Neu
1296,Blnchie,2017-10-22 08:13,0,1,diko pa rin napapanood ang happy death day,,,922073366378332160,-0.0516,0.287,0.272,0.441,Neu
1297,kira_shakkkiii,2017-10-22 08:11,0,1,happy death day ehe,,,922072868992663552,-0.0516,0.406,0.385,0.208,Neg
1298,MovieComms,2017-10-22 08:09,0,2,happy death day good really funny phenomenal talent going full range,@jessica_rothe,,922072502209253376,0.8384,0.171,0.565,0.264,Pos
1299,ShieldWolf81,2017-10-22 08:09,0,0,feel compelled watch afraid calling similarity groundhog day would make feel old,,#HappyDeathDay,922072487449563136,0.0516,0.0,0.098,0.902,Neu
1300,aubreyjasme,2017-10-22 08:08,0,2,happy death day,,,922072229130596354,-0.0516,0.453,0.43,0.116,Neg
1301,noordania_,2017-10-22 08:08,0,1,happy death day good everyone needs see,,,922072062675509248,0.4019,0.269,0.455,0.276,Pos
1302,DAMNitsRick,2017-10-22 08:07,0,0,happy death day subaggo,,,922071844294860800,-0.0516,0.406,0.385,0.208,Neg
1303,atthalaeyahxx,2017-10-22 08:06,0,1,happy death day,,,922071701361377280,-0.0516,0.453,0.43,0.116,Neg
1304,a_m_b_e_r__xo,2017-10-22 08:06,0,1,want fucking go see happy death day bad,,,922071688258338817,-0.483,0.444,0.316,0.24,Neg
1305,hersainth,2017-10-22 08:02,0,7,maganda happy death day,,,922070680983633920,-0.0516,0.406,0.385,0.208,Neg
1306,bonnie_olivia_p,2017-10-22 08:01,0,0,liked video happy death day official trailer theaters friday october,@YouTube,,922070407938789376,0.3818,0.224,0.374,0.402,Neu
1307,boro74,2017-10-22 08:01,0,0,waiting watch,@cineworld,#HappyDeathDay,922070398661025793,0.0,0.0,0.0,1.0,Neu
1308,ezapahlev,2017-10-22 08:00,0,0,ketika mau nonton happy death day malah jd pengen ketawa gegara inget postingan ig yang hantu,,,922070229680713730,-0.0516,0.181,0.171,0.648,Neu
1309,marryamii19,2017-10-22 08:00,0,0,happy death day,,,922070162202873857,-0.0516,0.453,0.43,0.116,Neg
1310,OnScreen_Film,2017-10-22 08:00,0,0,goofy grizzly onscreen review happy death day,,,922070105789554688,-0.0516,0.31,0.294,0.397,Neu
1311,ilaheyy,2017-10-22 07:59,0,2,happy death day bad genius,,,922070014760325120,-0.5719,0.565,0.282,0.153,Neg
1312,piaaayieee,2017-10-22 07:59,0,1,happy death day,,,922069944925274112,-0.0516,0.453,0.43,0.116,Neg
1313,LadiSays,2017-10-22 07:59,0,0,wanna see happy death day likes horror,,,922069868760969216,-0.2732,0.444,0.38,0.175,Neg
1314,AfifahSofiann,2017-10-22 07:57,0,0,happy death day birthday,,,922069505899085824,-0.0516,0.406,0.385,0.208,Neg
1315,phoenix4mg,2017-10-22 07:57,0,0,happy death day,,,922069499544612864,-0.0516,0.453,0.43,0.116,Neg
1316,NO_H8,2017-10-22 07:57,0,0,going watch happy death day later,,,922069296284618752,-0.0516,0.336,0.319,0.345,Neu
1317,awangazzizi,2017-10-22 07:56,0,0,happy death day screen cinemas kuala wilayah,@Golden @gscinemas,,922069082718867459,-0.0516,0.31,0.294,0.397,Neu
1318,krzfrnndz,2017-10-22 07:56,0,0,happy death day,,,922069048346558464,-0.0516,0.453,0.43,0.116,Neg
1319,EmilyVMurray,2017-10-22 07:55,0,2,worst thing ill films missing want go watch happy death day,,#film #cinema,922068866477576197,-0.8402,0.565,0.217,0.217,Neg
1320,reshan_lim,2017-10-22 07:54,1,1,ng happy death day,,,922068707727220737,-0.0516,0.406,0.385,0.208,Neg
1321,alexdlps,2017-10-22 07:54,0,1,geostorm happy death day,,,922068657986924544,-0.0516,0.406,0.385,0.208,Neg
1322,FaraaJahfar,2017-10-22 07:53,1,0,hahahaha nak tengok happy death day dengan sanggup tak nak pi tgok wayang dgn buza,,,922068383977291776,-0.0516,0.189,0.18,0.631,Neu
1323,gbyjsn,2017-10-22 07:52,0,0,really wanna watch happy death day,,,922068211415203840,0.0164,0.329,0.334,0.337,Neu
1324,xusilvia,2017-10-22 07:52,0,0,watching happy death day dawson,,,922068148353822721,-0.0516,0.368,0.349,0.283,Neg
1325,xfitrikoko,2017-10-22 07:51,0,0,happy death day banyak cut scene,,,922067969328287745,-0.3182,0.472,0.291,0.236,Neg
1326,miraamir702,2017-10-22 07:51,0,0,want watch happy death day pokai sedih,,,922067893986004993,0.0258,0.302,0.388,0.31,Pos
1327,mavs0731,2017-10-22 07:50,0,0,mera happy death day esta,,,922067723366141952,-0.0516,0.368,0.349,0.283,Neg
1328,carlosmrvm,2017-10-22 07:50,1,2,hoje vou ver filme happy death day com melhor,,,922067615127949312,-0.0516,0.267,0.253,0.479,Neu
1329,indieimmy,2017-10-22 07:50,0,2,see afternoon,@cineworld @blumhouse @jason_blum,#HappyDeathDay #CineworldUnlimited,922067600359743488,0.0,0.0,0.0,1.0,Neu
1330,MicoHandiko,2017-10-22 07:49,0,0,watching happy death day,@cinema21,,922067440275808257,-0.0516,0.406,0.385,0.208,Neg
1331,lizlaloo,2017-10-22 07:49,0,3,since sooo love movies suspense rating happy death day enjoyed cute characters,,,922067289779740672,0.8834,0.155,0.566,0.279,Pos
1332,HanieSabri,2017-10-22 07:48,0,0,happy death day screen cinemas wp,@Golden @gscinemas,,922067250110238720,0.2023,0.31,0.452,0.238,Pos
1333,IAmNaveenM,2017-10-22 07:48,0,0,another good blumhouse,,#HappyDeathDay,922067047390908417,0.4404,0.0,0.592,0.408,Pos
1334,clipsonlinetv,2017-10-22 07:47,0,0,weekend box happy death day another win horror hollywood reporter,,#Movies #Film,922066914343575553,-0.0258,0.36,0.355,0.284,Neg
1335,elleantonioo,2017-10-22 07:47,0,4,gusto ko panoorin bad genius tsaka happy death day gaahd,,,922066795548237825,-0.5719,0.409,0.204,0.387,Neg
1336,itsnotgenelle,2017-10-22 07:45,0,1,treat date love anybody happy,,#HappyDeathDay,922066384271458305,0.891,0.0,0.841,0.159,Pos
1337,jsonwho,2017-10-22 07:44,0,1,probably would enjoyed happy death day see trailer literally first hour,,,922066179748794369,0.4767,0.206,0.37,0.423,Neu
1338,kaeseolinzcx,2017-10-22 07:44,1,1,today first day rest life happy death day,,,922066094667395072,-0.0516,0.287,0.272,0.441,Neu
1339,5thdecember98,2017-10-22 07:44,0,1,happy death day,,,922066083124690945,-0.0516,0.453,0.43,0.116,Neg
1340,katleyyn,2017-10-22 07:44,0,0,nakakapagod panoorin yung happy death day,,,922066066632613888,-0.0516,0.336,0.319,0.345,Neu
1341,jimspul,2017-10-22 07:44,0,0,happy death day seven bes bad brave,,,922066007811792896,-0.0772,0.423,0.406,0.171,Neg
1342,budacaone,2017-10-22 07:41,0,0,watching happy death day,,,922065460220149760,-0.0516,0.406,0.385,0.208,Neg
1343,eyrali,2017-10-22 07:41,0,2,happy death day aku bagi best best,,,922065259568889856,0.8481,0.205,0.637,0.158,Pos
1344,khannaapristaa,2017-10-22 07:39,0,0,watching happy death day,@cinemaxxtheater,,922064954756231169,-0.0516,0.406,0.385,0.208,Neg
1345,RiveraChua,2017-10-22 07:38,0,0,happy death day,,,922064567861002240,-0.0516,0.453,0.43,0.116,Neg
1346,jadajennings17,2017-10-22 07:37,0,2,someone go see happy death day,,,922064247584157696,-0.0516,0.336,0.319,0.345,Neu
1347,JohanesR,2017-10-22 07:36,0,0,watching happy death day esteefina,@cinema21,,922064161474985986,-0.0516,0.368,0.349,0.283,Neg
1348,TilenFilms,2017-10-22 07:36,0,0,mi je videoposnetek happy death day official trailer horror movie hd,@YouTube,#1,922064117296517120,-0.5994,0.394,0.192,0.415,Neu
1349,JoaoSilva950,2017-10-22 07:36,0,0,gostei de um happy death day movie review,@YouTube,,922064091333775361,-0.0516,0.287,0.272,0.441,Neu
1350,MARCOdeFRETES,2017-10-22 07:35,0,0,watching happy death day,@cinema21,,922063929899020288,-0.0516,0.406,0.385,0.208,Neg
1351,aizall_,2017-10-22 07:35,0,0,happy death day,,,922063902191394816,-0.0516,0.453,0.43,0.116,Neg
1352,KungFuTube,2017-10-22 07:35,1,3,happy death day,,,922063883363164160,-0.0516,0.453,0.43,0.116,Neg
1353,keiran_RC,2017-10-22 07:34,0,1,looking forward going watch,@UniversalHorror @vuecinemas @GunwharfQuays,#HappyDeathDay #portsmouth,922063549324824577,0.0,0.0,0.0,1.0,Neu
1354,pens__christine,2017-10-22 07:33,0,0,showing na pala happy death day,,,922063413043277827,-0.0516,0.336,0.319,0.345,Neu
1355,rseyzzz,2017-10-22 07:33,0,0,happy death day nice movie,,,922063387902722048,0.3818,0.315,0.524,0.161,Pos
1356,HBKScubaa,2017-10-22 07:33,0,0,happy death day definitely top worst movies ever,,,922063372748820480,-0.2023,0.417,0.427,0.156,Pos
1357,mzhrishk,2017-10-22 07:32,0,0,bagi aku movie happy death day hambar,,,922063022557863937,-0.0516,0.31,0.294,0.397,Neu
1358,humblemariano_,2017-10-22 07:31,0,3,guys maganda happy death day best movie year,,,922062946569674753,0.6124,0.232,0.47,0.298,Pos
1359,LimCheeNurra,2017-10-22 07:30,0,0,happy death day memang best cried lot bila scene tree dad,,,922062634349760512,0.34,0.304,0.369,0.327,Pos
1360,amelia_perrin,2017-10-22 07:27,0,8,seeing happy death day film done zero research title implies cannot wait,,,922061932080893952,-0.0516,0.222,0.21,0.568,Neu
1361,xiuchenyeol,2017-10-22 07:27,0,2,seeing happy death day w abby aaaaaa,@baekbops,,922061928851169280,-0.0516,0.336,0.319,0.345,Neu
1362,theyeahnuhh,2017-10-22 07:27,0,1,showing na bad genius happy death day tapos di ko padin napapanood seven,,,922061796579491840,-0.5719,0.351,0.175,0.474,Neu
1363,marioeb2006,2017-10-22 07:25,0,0,marian rafael movie happy death day,,,922061462733971456,-0.0516,0.336,0.319,0.345,Neu
1364,pgrahamsworld,2017-10-22 07:25,0,0,neutral,@UniversalHorror,#HappyDeathDay #MovieReview #MovieReviews #slasher #HappyDeathDayMovie,922061374783655936,0.0,0.0,0.0,1.0,Neu
1365,kristinughhh,2017-10-22 07:24,0,0,carter happy death day,,,922061215760658432,-0.0516,0.406,0.385,0.208,Neg
1366,atashanicolleee,2017-10-22 07:24,0,0,nakakaloka yung happy death day,,,922061190506758145,-0.0516,0.368,0.349,0.283,Neg
1367,marallDr,2017-10-22 07:24,0,0,happy death day,@Cineistanbul,,922061124790562816,-0.0516,0.453,0.43,0.116,Neg
1368,a_termehbaf,2017-10-22 07:23,0,0,happy death day,,,922060954086596608,-0.0516,0.453,0.43,0.116,Neg
1369,CHULelang,2017-10-22 07:22,0,0,happy death day mga petmalu kong,,,922060681247117312,-0.0516,0.336,0.319,0.345,Neu
1370,Colby_Chang,2017-10-22 07:22,0,0,happy death day pure thriller modern comedic thriller,,,922060589458866176,0.5106,0.242,0.571,0.186,Pos
1371,uipmoviesph,2017-10-22 07:21,0,1,friend see cinemas,,#HappyDeathDay,922060363213848576,0.4939,0.0,0.615,0.385,Pos
1372,Shearil_Aizad,2017-10-22 07:21,0,0,things learnt movie happy death day,,,922060346663358465,-0.0516,0.336,0.319,0.345,Neu
1373,farhafluffy_,2017-10-22 07:19,0,1,next happy death day,,,922059956114808833,-0.0516,0.406,0.385,0.208,Neg
1374,JamesPorter97,2017-10-22 07:19,0,2,happy death day much better right,,,922059804729860096,0.4019,0.289,0.489,0.222,Pos
1375,clarizzamae_,2017-10-22 07:19,0,0,usto q manood ng geostorm tsaka happy death day,,,922059767807229952,-0.0516,0.287,0.272,0.441,Neu
1376,RG_Esler,2017-10-22 07:18,0,3,see happy death day aka murder x groundhog,,,922059664145207296,-0.7096,0.528,0.227,0.245,Neg
1377,zafazfar,2017-10-22 07:15,0,0,td layan cite happy death day best mcm edge tomorrow,,,922058907064795138,0.6124,0.207,0.42,0.372,Pos
1378,jaythurmond,2017-10-22 07:15,0,0,happy death day movie clowns last,@AMC,,922058858645872640,-0.0516,0.336,0.319,0.345,Neu
1379,hfzakml,2017-10-22 07:13,0,0,eh happy death day best sila tengok di pawagam berhampiran,,,922058311301599243,0.6124,0.207,0.42,0.372,Pos
1380,eisolas19,2017-10-22 07:13,0,0,libreha nyuko movie bad genius happy death day hahaha,,,922058274731712512,-0.0258,0.376,0.371,0.254,Neg
1381,captainjabrik04,2017-10-22 07:13,0,2,today first day rest,,#HappyDeathDay,922058206829953025,0.0,0.0,0.0,1.0,Neu
1382,Abipndmcvey,2017-10-22 07:12,0,0,gusto ko tlaga panoorin yung happy death day ela sa bomba reni hahahaha,,,922058168804319233,-0.0516,0.21,0.199,0.591,Neu
1383,ainasuhailaa,2017-10-22 07:12,0,0,happy death day best,,,922057988612939776,0.6124,0.305,0.617,0.078,Pos
1384,sammyhsu_9,2017-10-22 07:11,0,0,happy death day must try,,,922057793581887489,-0.0516,0.368,0.349,0.283,Neg
1385,fotobye,2017-10-22 07:10,0,0,watching happy death day,,#telfie #HappyDeathDay,922057503713710080,-0.0516,0.406,0.385,0.208,Neg
1386,gwynvillosoo,2017-10-22 07:10,0,0,happy death day,,,922057460239630336,-0.0516,0.453,0.43,0.116,Neg
1387,ArifMraz_,2017-10-22 07:09,0,1,happy death day zzz,,,922057426001469441,-0.34,0.565,0.343,0.093,Neg
1388,djranieputri,2017-10-22 07:08,0,0,happy death day,,,922057171025588224,-0.0516,0.453,0.43,0.116,Neg
1389,JBTizon,2017-10-22 07:07,0,0,happy death day cinemas quezon metro,@Eastwood,,922056923792461824,-0.0516,0.336,0.319,0.345,Neu
1390,SteelbookZombie,2017-10-22 07:07,0,0,happy death day review via,@denofgeek,,922056866976460800,-0.0516,0.368,0.349,0.283,Neg
1391,ninotakutv,2017-10-22 07:06,0,36,ich mag das happy death day mit jodie calussi ninotaku tv smn,@YouTube,,922056469012414464,-0.0516,0.222,0.21,0.568,Neu
1392,VOXCinemasQatar,2017-10-22 07:06,0,0,birthdays happy least thought miss october,,#HappyDeathDay,922056446400966656,0.4767,0.172,0.398,0.43,Neu
1393,WeiRennnn,2017-10-22 07:04,0,5,kingsman happy death day geostorm,,,922056084889546752,-0.0516,0.368,0.349,0.283,Neg
1394,ahmdazd_,2017-10-22 07:04,0,1,happy death day good tho,,,922056033882615810,0.4019,0.312,0.528,0.16,Pos
1395,namiikarim,2017-10-22 07:03,0,0,worth movie nice plot twist happy death day,,,922055857096900608,0.5423,0.239,0.515,0.245,Pos
1396,rubenrocha74,2017-10-22 07:01,0,1,vou ver happy death day tou mm feliz juro,,,922055406393937920,-0.0516,0.267,0.253,0.479,Neu
1397,nabilarudy,2017-10-22 07:01,0,0,ready happy death day,,,922055298050695168,0.3182,0.351,0.559,0.09,Pos
1398,Angelikiiim,2017-10-22 07:00,0,0,happy death day tom,,,922055124129693696,-0.0516,0.406,0.385,0.208,Neg
1399,newguyreview101,2017-10-22 07:00,0,0,happy death day via,@YouTube,,922054948304670720,-0.0516,0.406,0.385,0.208,Neg
1400,Channel24,2017-10-22 07:00,1,1,movie happy death day need kick,,,922054943577690112,-0.0516,0.336,0.319,0.345,Neu
1401,Channel24Movies,2017-10-22 07:00,1,0,movie happy death day need kick,,,922054932965888001,-0.0516,0.336,0.319,0.345,Neu
1402,zapmoans,2017-10-22 06:59,0,10,saw happy death day amazing yall woulda never guessed killer,,,922054908349526017,0.793,0.187,0.525,0.288,Pos
1403,ellekagaoan,2017-10-22 06:59,0,2,watched happy death day rly cute nakakagulat talaga need someone talk israel broussard cos,,,922054848329035777,0.4215,0.181,0.31,0.509,Neu
1404,ezanizadam,2017-10-22 06:59,0,0,happy death day,@CathayCineplex,,922054845892321281,-0.0516,0.453,0.43,0.116,Neg
