Unnamed: 0,username,date,retweets,favorites,text,mentions,hashtags,id,Compound_Score,Negative_Score,Positive_Score,Neutral_Score,polarity
2981,Celebz777,2017-10-23 05:35,0,0,happy death day marks return slasher films,,#MovieIndustryNews,922395971887292416,-0.0516,0.31,0.294,0.397,Neu
2982,ewikabauuu,2017-10-23 05:33,0,0,happy death day,,,922395500287991808,-0.0516,0.453,0.43,0.116,Neg
2983,boutelIas,2017-10-23 05:32,0,0,happy death day fun,,,922395361100013568,0.4767,0.328,0.588,0.084,Pos
2984,kthrncrpz,2017-10-23 05:32,0,1,nagdl ako ng happydeathday ringtone para hindi ako ewan ko nalang kung hindi pa ako magising sa alarm ko nito,,,922395253218217984,-0.34,0.112,0.0,0.888,Neu
2985,FIWCHAMP9,2017-10-23 05:32,0,1,anyone wants link happy death day online,,#HappyDeathDayMovie,922395250857009153,-0.0516,0.31,0.294,0.397,Neu
2986,gadgeEffecto,2017-10-23 05:30,0,0,death ancaman hari kematian dalam film happy death day,,#Happy,922394857599131650,-0.6249,0.446,0.211,0.343,Neg
2987,marrrgonzales,2017-10-23 05:30,0,1,happy death day hehe dami time mall cinemas davao davao,@Gaisano,,922394701776523264,-0.0516,0.25,0.237,0.513,Neu
2988,LetthLiu,2017-10-23 05:27,0,0,happy death day seven sundays bad maybe,,,922393984030334976,-0.5719,0.49,0.245,0.265,Neg
2989,MoniqueWatteen,2017-10-23 05:26,0,0,happy death day panoorin maganda,,#Promote,922393717482369024,-0.0516,0.368,0.349,0.283,Neg
2990,Moviethisweek,2017-10-23 05:26,0,0,happy death day,,#Hollywood #movie #atlvsne #thewalkingdead,922393668929118208,-0.0516,0.453,0.43,0.116,Neg
2991,andreajcm_,2017-10-23 05:25,0,3,happy death day,,,922393590671720448,-0.0516,0.453,0.43,0.116,Neg
2992,ItsMeDhash,2017-10-23 05:24,0,1,punyetang happy death day hahhaahahaahahhahahaha,,,922393299867938816,-0.0516,0.368,0.349,0.283,Neg
2993,jnutricia,2017-10-23 05:21,0,0,nonton happy death day bgt baru ngeh si carter ini yg wkt maen di flipped gue sangka skandar keynes,,,922392552183029761,-0.0516,0.159,0.15,0.691,Neu
2994,bigredone316ict,2017-10-23 05:21,0,0,saw better expected love quirkiness new,@jessica_rothe,#HappyDeathDay,922392542779408385,0.7964,0.0,0.64,0.36,Pos
2995,jejeradiosby,2017-10-23 05:20,0,0,film boo madea sukses puncaki box office mengalahkan happy death day,,#HitsNews #EntertainmentNews,922392150045736961,-0.0516,0.235,0.223,0.542,Neu
2996,galwaypage,2017-10-23 05:19,0,0,cinema happy death day galway advertiser,,,922391984219807745,-0.0516,0.336,0.319,0.345,Neu
2997,ftminjoon,2017-10-23 05:18,0,1,happy death day actually really good highly recommend,,,922391750840238080,0.7227,0.218,0.557,0.224,Pos
2998,kryscasso,2017-10-23 05:17,0,1,happy death day,,,922391490285879296,-0.0516,0.453,0.43,0.116,Neg
2999,24FPSUK,2017-10-23 05:15,0,0,blade runner happy death day witch,@CurzonAldgate,,922391070037733377,-0.4019,0.489,0.282,0.229,Neg
3000,ai_nsuraya,2017-10-23 05:14,0,1,bila nal happy death day ay ay ay ay,@hazirahhanis_ @_ainasyafiqahhh @sofeaasoff,,922390883898613760,-0.0516,0.267,0.253,0.479,Neu
3001,HaroldMmekwa1,2017-10-23 05:14,0,0,happy death day,,,922390823429427201,-0.0516,0.453,0.43,0.116,Neg
3002,Yulaad,2017-10-23 05:14,0,0,happy death day fire stick lol,,,922390757650071552,0.0516,0.426,0.439,0.135,Pos
3003,tiaraxbatrisyia,2017-10-23 05:14,0,0,wanna watch happy death day,,,922390707049873408,-0.0516,0.368,0.349,0.283,Neg
3004,MSCEMP,2017-10-23 05:14,0,0,monday movie schedule happy death day rated,,,922390662603034624,-0.0516,0.31,0.294,0.397,Neu
3005,MediaShockUK,2017-10-23 05:13,0,0,ya think check yer pulse kiddies,,#HappyDeathDay,922390492041629696,0.0,0.0,0.0,1.0,Neu
3006,tsundderre,2017-10-23 05:12,0,0,happy death day ga seru katanya,,,922390293046890496,-0.0516,0.336,0.319,0.345,Neu
3007,MediaShockUK,2017-10-23 05:11,1,1,total become cult fast become fan fucking loved,,#HappyDeathDay,922389884584759296,0.7574,0.0,0.52,0.48,Pos
3008,ViewsFromKi,2017-10-23 05:10,1,0,still gotta go see happy death day,,,922389820235747328,-0.0516,0.31,0.294,0.397,Neu
3009,DennyAriyanto93,2017-10-23 05:08,0,0,wow ga,,#HappyDeathDay,922389287806623744,0.5859,0.0,0.792,0.208,Pos
3010,bernanadette,2017-10-23 05:07,0,1,watched happy death day day well spent,,,922389116158844929,0.2263,0.285,0.423,0.292,Pos
3011,pasteluxes,2017-10-23 05:07,1,1,pinasakit lang ng happy death day ulo ko kala ko talaga ayos kc trailer ih,,,922388970150825988,-0.0516,0.189,0.18,0.631,Neu
3012,newguyreview101,2017-10-23 05:06,0,1,happy death day,@bloglovin,,922388764030324736,-0.0516,0.453,0.43,0.116,Neg
3013,videoclubmv,2017-10-23 05:04,0,0,happy death day,,,922388184067137536,-0.0516,0.453,0.43,0.116,Neg
3014,litdirksen,2017-10-23 05:02,0,0,gusto ko manood ng happy death day,,,922387789018046464,-0.0516,0.31,0.294,0.397,Neu
3015,litdirksen,2017-10-23 05:02,1,0,happy death day please,,,922387726472638464,0.2732,0.358,0.55,0.092,Pos
3016,krnzosa,2017-10-23 05:02,0,0,happy death day,,,922387657300176896,-0.0516,0.453,0.43,0.116,Neg
3017,alexcooper81,2017-10-23 04:58,0,1,happy death day favorite movie year,@hugop,,922386766966829057,0.4215,0.287,0.493,0.221,Pos
3018,xandyelikax,2017-10-23 04:58,0,0,bad genius happy death day whoooo,,,922386613711265793,-0.5719,0.525,0.262,0.213,Neg
3019,lyaanadhirah,2017-10-23 04:57,0,0,happy death day screen cinemas seremban,@Golden @serasshi @syitahharun,#eh,922386560632393728,-0.0516,0.336,0.319,0.345,Neu
3020,catig3r,2017-10-23 04:57,0,0,happy death day,,,922386370827399168,-0.0516,0.453,0.43,0.116,Neg
3021,XY_Annabeth,2017-10-23 04:57,1,0,happy death day masih tayang di go see,,,922386363495849986,-0.0516,0.287,0.272,0.441,Neu
3022,IssabellaPanda,2017-10-23 04:56,2,6,happy death day suspen nak meneka dia sampai tersepak seat dpn,,,922386155382890496,-0.0516,0.235,0.223,0.542,Neu
3023,lanygracexx,2017-10-23 04:55,0,0,happy death day manages feel good horror,,,922386078862008320,-0.25,0.442,0.384,0.174,Neg
3024,GT2o1o,2017-10-23 04:54,0,1,nice touch bloody popcorn took past looking forward,@OdysseyCinemas,#HappyDeathDay #Jigsaw,922385649386344448,-0.0258,0.248,0.239,0.513,Neu
3025,9Megs,2017-10-23 04:53,0,1,movie theatre watching happy death day couples lmaoo like fifth wheeling,,,922385433811501056,0.3182,0.215,0.343,0.442,Neu
3026,MonicafmFinance,2017-10-23 04:52,1,0,better check roommates may try poison lmfaooo,,#HappyDeathDay,922385197638782976,-0.1531,0.307,0.254,0.439,Neu
3027,kyra_lovex,2017-10-23 04:51,3,9,twitter thing find cute horror nights worker front happy death day maze got lit dancing bei halloween horror nights studios universal,,,922384853705793541,-0.6808,0.332,0.197,0.471,Neu
3028,Pransyel,2017-10-23 04:49,0,1,happy death day bad genius ugh,,,922384510108385281,-0.7579,0.642,0.233,0.126,Neg
3029,motirocky,2017-10-23 04:49,0,2,happy death day,,,922384502315462656,-0.0516,0.453,0.43,0.116,Neg
3030,MuhdrusydanR,2017-10-23 04:48,0,0,happy death day jom hihi,,,922384131958259712,-0.0516,0.368,0.349,0.283,Neg
3031,thelonelylosers,2017-10-23 04:46,0,2,every single time rabbit since seen happy death day tried find link god finally blessed us tonight,,,922383640373399554,0.7003,0.147,0.365,0.489,Neu
3032,thncom,2017-10-23 04:45,2,3,anyone see kinda liked,,#HappyDeathDay,922383342015795200,0.3626,0.0,0.455,0.545,Neu
3033,sayang0ppa,2017-10-23 04:42,0,0,happy death day,,,922382591482765313,-0.0516,0.453,0.43,0.116,Neg
3034,STANLEYURlS,2017-10-23 04:41,0,1,wow okay happy death day favorite,,,922382557051785216,0.8176,0.225,0.717,0.058,Pos
3035,J_Mandime_F,2017-10-23 04:41,0,0,finally watch happy death day bitch gets killed lot obvious beginning killing,,,922382479541112833,-0.9313,0.608,0.136,0.256,Neg
3036,kenandrion7,2017-10-23 04:41,0,9,nood tayo happy death day,,,922382377816432642,-0.0516,0.368,0.349,0.283,Neg
3037,JerryAndradeRoc,2017-10-23 04:40,0,0,happy death day official trailer horror movie hd,,#1,922382142772011008,-0.5994,0.466,0.227,0.307,Neg
3038,RlTCHIETOZIER,2017-10-23 04:39,2,28,happy death day cute stanning film,,,922381993572122624,0.4215,0.287,0.493,0.221,Pos
3039,annyeongrah,2017-10-23 04:39,0,2,gusto kaayo ko mag watch og happy death day og bad genius huhu money wer,,,922381884738248704,-0.5719,0.32,0.16,0.519,Neu
3040,JoshDCcomics,2017-10-23 04:39,0,0,happy death day actually decent,,,922381883559653377,-0.0516,0.368,0.349,0.283,Neg
3041,Laurinha_lpfm,2017-10-23 04:39,0,0,happy death day,,,922381850470965248,-0.0516,0.453,0.43,0.116,Neg
3042,zahiradaud,2017-10-23 04:38,2,2,happy death day roller coaster go watch guy looks lot like andrew garfield,,#rekomenfilem,922381804232781824,0.3182,0.194,0.308,0.498,Neu
3043,_Cody_Ray,2017-10-23 04:38,0,0,happy death day actually really good,,,922381591468322816,0.4576,0.283,0.5,0.218,Pos
3044,fckmejin,2017-10-23 04:37,0,5,currently watching happy death day,,,922381546148978689,-0.0516,0.368,0.349,0.283,Neg
3045,Chezenkyla_,2017-10-23 04:37,0,1,happy death day,,,922381381023363072,-0.0516,0.453,0.43,0.116,Neg
3046,loisahoran,2017-10-23 04:36,0,3,bad genius happy death day,,,922381217600757762,-0.5719,0.565,0.282,0.153,Neg
3047,annabellepricey,2017-10-23 04:35,0,0,happy death day good noone cinema,,,922380920472195072,0.4019,0.289,0.489,0.222,Pos
3048,AnonymousTale,2017-10-23 04:32,3,8,lupa nak siapa yang belum happy death day sila tak welcome,,,922380281453060097,0.4215,0.21,0.36,0.43,Neu
3049,adamhlavac,2017-10-23 04:32,7,42,saw yesterday loved hoping jessica rothe knocks outta,,#HappyDeathDay,922380237186383872,0.7717,0.0,0.528,0.472,Pos
3050,nikiforcvs,2017-10-23 04:32,0,2,going catch happy death day hour lmao please pray bad horror,,,922380081657348096,0.0258,0.407,0.447,0.147,Pos
3051,amkc369,2017-10-23 04:31,1,1,today first day rest life happy death day,,,922380019908972545,-0.0516,0.287,0.272,0.441,Neu
3052,adytpratama,2017-10-23 04:31,0,0,watching happy death day,,,922379867676487682,-0.0516,0.406,0.385,0.208,Neg
3053,haechanzen,2017-10-23 04:29,0,0,sebenernya ngajak buat nonton either happy death day ruqyah tapi jadinya malah one fine day ayo ta biar lu ada sisi romance,,,922379556111106048,0.6369,0.126,0.294,0.581,Neu
3054,__Mikey15,2017-10-23 04:29,4,4,happy death day,,,922379322106744832,-0.0516,0.453,0.43,0.116,Neg
3055,MikeeP1981,2017-10-23 04:28,0,0,watched good funny jumpy,,#HappyDeathDay,922379180611981312,0.5859,0.227,0.659,0.114,Pos
3056,sabt0mo,2017-10-23 04:26,0,1,happy death day,,,922378796736569344,-0.0516,0.453,0.43,0.116,Neg
3057,KristineAbisan_,2017-10-23 04:26,0,0,gusto ko mag lantaw happy death day,,,922378679849705472,-0.0516,0.31,0.294,0.397,Neu
3058,jharlaeunga,2017-10-23 04:24,0,1,sa wala nakalantaw sang happy death day ang roommate nya ang killer,,,922378297492758528,-0.6705,0.392,0.177,0.431,Neu
3059,ReelMinutes,2017-10-23 04:24,0,0,added video playlist happy death day movie review audience reactions,@YouTube,,922378166940983296,-0.0516,0.25,0.237,0.513,Neu
3060,gigiflacko,2017-10-23 04:23,0,0,known candle crazy roommate,,#HappyDeathDayMovie #HappyDeathDay,922378001051918336,-0.34,0.444,0.0,0.556,Neu
3061,ReelMinutes,2017-10-23 04:23,0,0,neutral,,#moviereview #happyDeathday #audiencereactions,922377925533601792,0.0,0.0,0.0,1.0,Neu
3062,melojtestado,2017-10-23 04:22,0,0,deathday,,#happydeathday,922377553003798528,0.0,0.0,0.0,1.0,Neu
3063,adamblaizelives,2017-10-23 04:22,0,0,new recorded morning happy death day,,,922377552664154112,-0.0516,0.336,0.319,0.345,Neu
3064,jedcorp,2017-10-23 04:19,0,0,cinema happy death day,,#paranormal,922376813006823424,-0.0516,0.406,0.385,0.208,Neg
3065,Arryo_Ryo,2017-10-23 04:15,0,0,watching happy death day,,,922376040743297024,-0.0516,0.406,0.385,0.208,Neg
3066,allaineramosss,2017-10-23 04:14,0,0,gusto kong panoorin yung happy death day,,,922375782525059072,-0.0516,0.31,0.294,0.397,Neu
3067,oqdjennie,2017-10-23 04:14,0,0,happy death day,,,922375553595858947,-0.0516,0.453,0.43,0.116,Neg
3068,RonsImawan,2017-10-23 04:10,1,3,happy death day lagi tayang di,,,922374698003861504,-0.0516,0.336,0.319,0.345,Neu
3069,F0reveryolis,2017-10-23 04:09,0,1,watched happy death day little paranoid lmaoooo,,,922374360001851392,-0.228,0.421,0.278,0.301,Neg
3070,EkaMartha_,2017-10-23 04:08,0,0,ada yg belum nonton happy death day mau poster film dan penyebab si,,,922374192846159872,-0.0516,0.21,0.199,0.591,Neu
3071,notanerd,2017-10-23 04:07,0,0,happy death day screamish groundhog vapid sappy bad want gruesome deaths,,,922373840725880833,-0.6597,0.461,0.245,0.294,Neg
3072,newguyreview101,2017-10-23 04:06,0,0,happy death day,,,922373611993882624,-0.0516,0.453,0.43,0.116,Neg
3073,blakejohns__,2017-10-23 04:02,0,1,anyone wanna go see happy death day cuz still never seen,,,922372569721958400,-0.0516,0.235,0.223,0.542,Neu
3074,hanzRmax,2017-10-23 04:02,0,0,ini thriller time loop yg sangat dn humor ny kirain gt z rupanya endingny,,#HappyDeathDay,922372547500376065,0.5574,0.0,0.359,0.641,Neu
3075,QueenMeleXO,2017-10-23 04:01,0,4,happy death day lol actually liked,,,922372443376828416,0.6597,0.257,0.612,0.132,Pos
3076,canutojerence,2017-10-23 04:01,0,2,happy death day,,,922372382987190272,-0.0516,0.453,0.43,0.116,Neg
3077,ReytelFrancisco,2017-10-23 04:00,0,0,maganda siya watching happy death day,,,922372178208854016,-0.0516,0.336,0.319,0.345,Neu
3078,Nickolejohn18,2017-10-23 04:00,0,1,kingsman happy death day bad genius first wala kang finals week iyaq,,,922372025347317760,-0.5719,0.368,0.184,0.448,Neu
3079,ryanofficial,2017-10-23 03:59,0,0,nonton happy death day kayak capek,,,922371919235518464,-0.0516,0.336,0.319,0.345,Neu
3080,lion_doubutsuen,2017-10-23 03:59,0,0,anime zero kara happy death day movie anime,,,922371862646030337,-0.0516,0.287,0.272,0.441,Neu
3081,MiguelPoblador,2017-10-23 03:56,0,2,pleasantly surprised full house neomanila despite fact happy death day shown,,,922371087698051072,0.6307,0.165,0.449,0.386,Pos
3082,SpecialistDK,2017-10-23 03:56,0,0,actually really enjoyed movie,@jessica_rothe,,922371016751333376,0.5563,0.0,0.545,0.455,Pos
3083,jarrebkun,2017-10-23 03:55,0,0,watching happy death day,,#BingeOn,922370981573820416,-0.0516,0.406,0.385,0.208,Neg
3084,WHOINTHEHELLrU,2017-10-23 03:55,0,1,happy death day littttt everyone literally clapped end went day,,,922370853970382848,-0.0516,0.25,0.237,0.513,Neu
3085,Nikita_Gurung,2017-10-23 03:53,0,0,holy shit happy death day fucking good,,,922370443373191169,-0.1548,0.431,0.396,0.172,Neg
3086,cSMoviesPort,2017-10-23 03:52,0,0,happydeathday,,,922370143149350912,0.0,0.0,0.0,1.0,Neu
3087,kdscha,2017-10-23 03:52,0,0,happy death day,,,922370139814686720,-0.0516,0.453,0.43,0.116,Neg
3088,JChivenda,2017-10-23 03:50,0,0,happy death day,,,922369723081416704,-0.0516,0.453,0.43,0.116,Neg
3089,louisenichole_,2017-10-23 03:50,0,0,huuuy ang astig ng happy death day,,,922369700226404353,-0.0516,0.31,0.294,0.397,Neu
3090,CagedBirdsCafe,2017-10-23 03:50,0,0,good list movies see groundhog day happy death day,,,922369662041706496,0.4019,0.236,0.4,0.364,Pos
3091,chr6391,2017-10-23 03:50,0,0,penasaran happy death day,,,922369558287024128,-0.0516,0.406,0.385,0.208,Neg
3092,shameeralaieque,2017-10-23 03:49,1,2,pengaruh happy death day la ni terminat lagu demi lovato,,,922369287221682177,-0.0516,0.25,0.237,0.513,Neu
3093,vanimet,2017-10-23 03:47,0,0,next happy death day btw udah nonton suka sama fall temanya cocok untuk segmentasi pasar usia tahun,,,922368855749541889,-0.0516,0.173,0.164,0.664,Neu
3094,kristinvicky201,2017-10-23 03:46,0,0,happy death day movie latest hd films,,,922368665118564353,-0.0516,0.31,0.294,0.397,Neu
3095,KelvinHenryJr,2017-10-23 03:45,0,0,really good tbh,,#HappyDeathDay,922368468107874304,0.4927,0.0,0.615,0.385,Pos
3096,TorrentMoviesCo,2017-10-23 03:45,0,0,happy death day torrent movie download,,,922368371085201408,-0.0516,0.336,0.319,0.345,Neu
3097,stephentastic21,2017-10-23 03:45,0,0,get live get watching happy death day,,,922368369105309696,-0.0516,0.31,0.294,0.397,Neu
3098,Itschuuuy,2017-10-23 03:45,0,0,happy death day audio working aready updated please fix,@BobbyMovie,,922368317821616128,0.2732,0.245,0.377,0.377,Neu
3099,amkc369,2017-10-23 03:44,1,1,happy death day,,#,922368134614601728,-0.0516,0.453,0.43,0.116,Neg
3100,jeevzxcy,2017-10-23 03:44,0,0,yaaaas happy death day thor ragnarok thursday,,,922368088099635201,-0.0516,0.31,0.294,0.397,Neu
3101,MoanaGensola,2017-10-23 03:43,0,1,watched happy death day guess september yung bday ni ategurl na bida hahaha,,,922367761883447296,0.5267,0.184,0.344,0.472,Neu
3102,renzopiala,2017-10-23 03:42,0,0,yey tysm sa happy death day sir rodz,,,922367575383728128,-0.0516,0.287,0.272,0.441,Neu
3103,febbieathenajt,2017-10-23 03:42,0,0,happy death day,,,922367534225022976,-0.0516,0.453,0.43,0.116,Neg
3104,MISS_KRITTER,2017-10-23 03:40,0,0,girl told happy death day good man told tell pay back eating money,,,922366997391953920,0.3182,0.254,0.316,0.431,Neu
3105,popdaydream,2017-10-23 03:39,0,1,saw happy death day top fave movies literally favorite kind movie lead actress deserves huge,,,922366764947853312,0.9042,0.134,0.59,0.276,Pos
3106,xmafeex,2017-10-23 03:39,0,0,happy death day cult chucky omg banyaknya movie nak kena tgk omg omg takde masa la wei,,,922366735939809280,-0.0516,0.173,0.164,0.664,Neu
3107,MISS_KRITTER,2017-10-23 03:38,0,0,watched naked last night tonight seen happy death day stole story line,@MarlonWayans,,922366711386558464,-0.0516,0.222,0.21,0.568,Neu
3108,SafiraLandi,2017-10-23 03:38,0,0,happy death day adalah film hollywood berbujet murah yang berhasil menggeser posisi blade runner,,,922366513381814273,-0.0516,0.199,0.189,0.612,Neu
3109,kinoundco,2017-10-23 03:34,0,0,neutral,,#Kinocharts #BooAMadeaHalloween #Geostorm #HappyDeathDay #BladeRunner2049 #OnlyTheBrave,922365619281985538,0.0,0.0,0.0,1.0,Neu
3110,qnfzll,2017-10-23 03:33,0,4,happy death day,,,922365413815500800,-0.0516,0.453,0.43,0.116,Neg
3111,bella_nza,2017-10-23 03:33,0,0,happy death day geostorm,,,922365329182883840,-0.0516,0.406,0.385,0.208,Neg
3112,kxmberlyne,2017-10-23 03:32,0,1,watched happy death day,,,922365200841375744,-0.0516,0.406,0.385,0.208,Neg
3113,itsAshleyNykol,2017-10-23 03:32,0,0,honestly thought bf happy death day killer,,,922365141596774400,-0.3612,0.458,0.374,0.168,Neg
3114,lizespinoza94,2017-10-23 03:31,0,1,saw happy death day good movie hilarious,,,922364770916823040,0.6597,0.241,0.574,0.185,Pos
3115,AudreySamantha_,2017-10-23 03:31,0,1,finished watching hocus pocus watching happy death day spooky movie night w gang success,,,922364764453351424,0.5423,0.183,0.347,0.469,Neu
3116,ShaneHumann,2017-10-23 03:30,0,0,liked video happy death day makeup,@YouTube,,922364672875089920,0.3818,0.291,0.485,0.224,Pos
3117,mentufacturer,2017-10-23 03:30,0,0,groundhog stand time makes want happy death day got,,,922364650133512192,0.0258,0.262,0.336,0.403,Neu
3118,TirtoID,2017-10-23 03:30,42,59,happy death day adalah film hollywood berbujet murah yang berhasil menggeser posisi blade runner kok bisa,,,922364473096187904,-0.0516,0.181,0.171,0.648,Neu
3119,_leannebanan24,2017-10-23 03:29,0,0,happy death day scary maybe,,,922364317101580288,-0.5267,0.555,0.289,0.156,Neg
3120,elellyna,2017-10-23 03:29,0,0,cant wait watch happy death day thurs,,,922364304556359680,-0.7844,0.58,0.0,0.42,Neg
3121,newsofemiratess,2017-10-23 03:27,0,0,happy death day success marks return,,,922363956211089409,0.5423,0.273,0.517,0.21,Pos
3122,iishsy,2017-10-23 03:26,0,2,happy death day,,,922363681261854721,-0.0516,0.453,0.43,0.116,Neg
3123,RaraDuncan,2017-10-23 03:26,0,0,nak tgk happy death day la,,,922363638244982785,-0.0516,0.336,0.319,0.345,Neu
3124,jangelosssss,2017-10-23 03:26,0,1,happy death day,,,922363582787944449,-0.0516,0.453,0.43,0.116,Neg
3125,swantepipol,2017-10-23 03:25,0,0,happy death day,,,922363377124499456,-0.0516,0.453,0.43,0.116,Neg
3126,kirkxmarshall,2017-10-23 03:25,0,0,watching happy death day phone lol,,,922363245586874372,0.3818,0.291,0.485,0.224,Pos
3127,denofgeek,2017-10-23 03:25,0,3,review happy death day cinemas,,,922363215371227136,-0.0516,0.368,0.349,0.283,Neg
3128,GraceBones,2017-10-23 03:24,0,0,day,,#GraceBones31DaysOfHorror #HappyDeathDay,922363141312225283,0.0,0.0,0.0,1.0,Neu
3129,aniabruh,2017-10-23 03:23,0,0,happy death day lmao ending,,,922362758078914561,0.5719,0.289,0.563,0.148,Pos
3130,cureans,2017-10-23 03:19,0,0,happy death day biar bisa pegangan pegangan gt,,,922361749612797952,0.2263,0.265,0.395,0.34,Pos
3131,GuraJuliana,2017-10-23 03:18,0,0,wala ng happy death day sa ayala pwend,,,922361540040302592,-0.0516,0.287,0.272,0.441,Neu
3132,pibgame,2017-10-23 03:18,0,0,happy death day stephen,,,922361496021200901,-0.0516,0.406,0.385,0.208,Neg
3133,gadgeEffecto,2017-10-23 03:17,0,0,happy death day happy death day sukses bikin bulu kuduk,,#film,922361300184903681,-0.1027,0.368,0.349,0.283,Neg
3134,judayyy,2017-10-23 03:17,0,0,happy death day,,,922361259558711296,-0.0516,0.453,0.43,0.116,Neg
3135,stephenVking,2017-10-23 03:16,0,0,actually really liked funniest thing wig,@israelbroussard,#HappyDeathDay,922361064259444736,0.7889,0.0,0.635,0.365,Pos
3136,xxceciliaaa,2017-10-23 03:16,3,12,im tryna watch happy death day,,,922361008110235648,-0.0516,0.336,0.319,0.345,Neu
3137,STANLEYURlS,2017-10-23 03:16,0,3,ugh guy happy death day cute,,,922360991802953728,0.0,0.435,0.435,0.13,Pos
3138,Aninnne,2017-10-23 03:15,0,1,happy death day,,,922360778144886784,-0.0516,0.453,0.43,0.116,Neg
3139,bruneshamariee,2017-10-23 03:13,0,0,watching happy death day like ian running three hours sleep,,,922360276950966272,0.3182,0.228,0.363,0.409,Neu
3140,yannaciii,2017-10-23 03:13,0,4,gusto ko mapanuod ung bad genius happy death day send friends please,,,922360216720621569,0.1779,0.315,0.387,0.298,Pos
3141,muhdadry,2017-10-23 03:12,0,0,happy death day cam best je hehe,,,922359999279460352,0.6124,0.247,0.5,0.253,Pos
3142,chnnlnsm,2017-10-23 03:11,0,0,alone time,,#HappyDeathDay #lonely,922359890785443840,-0.25,0.667,0.0,0.333,Neg
3143,emmabung,2017-10-23 03:11,0,0,something random liked happy death day matthew ruby pretty decent,,,922359820979720192,0.7003,0.199,0.495,0.306,Pos
3144,JulietCap145,2017-10-23 03:11,1,0,keen screening new movie happy death day check tomorrow cinemas,,,922359690645737472,0.3182,0.228,0.363,0.409,Neu
3145,XIXIVXI_,2017-10-23 03:10,1,1,seen happy death day know jackie chan movie,,,922359554247155712,-0.0516,0.287,0.272,0.441,Neu
3146,allpoocat,2017-10-23 03:09,0,0,happy death day trus abis tu praktekin ke doi mu,,,922359414484451328,-0.0516,0.25,0.237,0.513,Neu
3147,snorclax,2017-10-23 03:09,0,0,happy death day,,,922359402455171072,-0.0516,0.453,0.43,0.116,Neg
3148,Pvncho11,2017-10-23 03:09,0,0,jackie chan happy death day,,,922359300915376129,-0.0516,0.368,0.349,0.283,Neg
3149,carlotttamata,2017-10-23 03:09,0,1,ka lit sa happy death day,,,922359220837556224,-0.0516,0.336,0.319,0.345,Neu
3150,dunwahidun,2017-10-23 03:08,0,0,happy death day,,,922359141162553344,-0.0516,0.453,0.43,0.116,Neg
3151,6_darklink_9,2017-10-23 03:08,0,1,un video de la misma vida una otra happy death day,@YouTube,,922359140256747520,-0.0516,0.235,0.223,0.542,Neu
3152,carlotttamata,2017-10-23 03:08,0,0,happy death day,,,922359089631391746,-0.0516,0.453,0.43,0.116,Neg
3153,eunnyak,2017-10-23 03:08,0,0,happy death day,,,922358969410056192,-0.0516,0.453,0.43,0.116,Neg
3154,kayrangela,2017-10-23 03:07,0,0,happy death day aja biar bisa modus,,,922358837994143744,-0.0516,0.31,0.294,0.397,Neu
3155,SEULGIDUE,2017-10-23 03:07,0,0,happy death day,,,922358737884426240,-0.0516,0.453,0.43,0.116,Neg
3156,CharanpreetK,2017-10-23 03:07,0,1,body feels like happens girl happy death day lmao everything hurts,,,922358724190019584,0.4767,0.303,0.437,0.26,Pos
3157,giexon,2017-10-23 03:06,0,0,one best film thrilled fun blast watch,@israelbroussard,#HappyDeathDay,922358656791748608,0.886,0.0,0.722,0.278,Pos
3158,aerxplane,2017-10-23 03:06,0,0,happy death day,,,922358455104454656,-0.0516,0.453,0.43,0.116,Neg
3159,Dillon__Barrett,2017-10-23 03:05,0,1,happy death day ass,,,922358411668332544,-0.5719,0.612,0.306,0.083,Neg
3160,bocahsksd,2017-10-23 03:05,0,0,happy death day,,,922358393276264448,-0.0516,0.453,0.43,0.116,Neg
3161,jenvolbes,2017-10-23 03:04,0,1,happy death day gusto ko,,,922358153575936000,-0.0516,0.368,0.349,0.283,Neg
3162,RedWaterDrella,2017-10-23 03:03,0,0,holy crap happy death day actually pretty,,,922357867348344832,0.1027,0.396,0.421,0.183,Pos
3163,IRADIOBANDUNG,2017-10-23 03:03,0,0,di akhir bulan ada film happy death day yang siap menemani,,#KunjungiIRadioFmDotCom,922357750151155712,-0.0516,0.235,0.223,0.542,Neu
3164,itsFrecklz,2017-10-23 03:03,0,0,happy death day,,,922357703829262337,-0.0516,0.453,0.43,0.116,Neg
3165,iradiomakassar,2017-10-23 03:03,0,0,di akhir bulan ada film happy death day yang siap menemani,,#KunjungiIRadioFmDotCom,922357691292545025,-0.0516,0.235,0.223,0.542,Neu
3166,bitchofmylife,2017-10-23 03:00,0,0,wan watch happy death day,,,922357023664103424,-0.0516,0.368,0.349,0.283,Neg
3167,KelvinHenryJr,2017-10-23 02:56,0,0,noticed louisiana state trooper car happy death day,,,922356059171377152,-0.0516,0.287,0.272,0.441,Neu
3168,KylieSerl,2017-10-23 02:55,0,3,happy death day actually really,,,922355764357824512,-0.0516,0.368,0.349,0.283,Neg
3169,pirate_2018,2017-10-23 02:55,0,1,want see happy death day,,,922355719189553152,0.0258,0.358,0.459,0.183,Pos
3170,HaziqBoek,2017-10-23 02:54,0,1,happy death day awek tu yummy,,,922355649551273984,0.4939,0.279,0.507,0.214,Pos
